text,clean_text,sentiment,intent,topic
@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,kudos for not Cancelled Flightling flights from DFW this morning. United usually first to panic...,Positive,Support,Flight Cancellation
@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,AND my luggage has been broken!! up,Negative,Complaint,Baggage Issues
@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,is flight 587 from DFW to ORD currently ontime? I see an advisory that DFW may be affected by weather,Positive,Inquiry,Flight Status
@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,maybe one day youll be the one quoted on,Positive,Change,Feedback
@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,flight delayedno one remembered to turn the heat on flight 559 leaving ORDseriously???,Negative,Complaint,Flight Delay
@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,Positive,Change,Flight Status
@united to speak to a real person to get this resolved politely and efficiently. (2/2),to speak to a real person to get this resolved politely and efficiently. 22,Positive,Change,Feedback
"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)","I hadnt filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like12",Negative,Refund,Refund Request
@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,did bags make it on the flight out of iad? second day without clothes is pretty inconvenient. Were pretty curious,Negative,Inquiry,Baggage Issues
@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),Every United flight between Saipan and Guam is an adventure! You never know when s old plane will be operational,Positive,Change,Flight Reschedule
@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,hence why Ive been asking for the customer service phone number so I can speak to a real person to get this sorted out,Negative,Information,Customer Service
@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,did our bags leave Washington yet? That would be convenient seeing as we left there a day ago.,Positive,Inquiry,Baggage Issues
@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,so if Im flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,Positive,Information,Flight Amenities
"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim","according to your DMs, Im not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",Negative,Information,Refund Request
@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,Negative,Reschedule,Baggage Issues
@united Okay thank you,Okay thank you,Positive,Feedback,Feedback
@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,Ive filed the claim but have no way of calling for updates. Is there another way to do this?,Negative,Complaint,Complaints
@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr,pls properly train your agents. Requested to speak to 1k customer service amp was transferred to a dead end. Not even open at this hr,Negative,Inquiry,Customer Service
@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,Positive,Support,Feedback
@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,Positive,Rewards,Feedback
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN","customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",Negative,Complaint,Customer Service
@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Cant eat.,Positive,Change,Suggestions
@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,it was UA flight 1001! Now Im currently stuck in Portland because I missed my ride because of the 3 hour delay.,Negative,Cancellation,Flight Delay
"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines","has not responded to my various requests for contact numbers, does anyone know the UK customer service number for",Negative,Information,Customer Service
@united how we looking on getting those bags to Lusaka,how we looking on getting those bags to Lusaka,Positive,Change,Baggage Issues
@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told Id have it back yesterday!,Negative,Inquiry,Baggage Issues
